config	rOut_0	rOut_1	rOut_2	hT_0	hT_1	hT_2	f_0	f_1	f_2	zmid	sob	flash_edep	alpha	obj
foilspf01R00_08	50.0505	85.4293	81.2036	0.068775	0.057087	0.119579	0.7766	0.8837	0.2000	0.0000	3.04000	5.74286e-07	100000.000	2.98257
foilspf01R01_00	120.0000	50.0000	50.0000	0.010000	0.150000	0.099190	0.9500	0.9500	0.0000	0.0000	2.29000	7.17316e-07	100000.000	2.21827
foilspf01R01_02	120.0000	50.0000	69.4209	0.149872	0.042905	0.097349	0.8793	0.9500	0.7383	0.0000	1.12000	2.12835e-07	100000.000	1.09872
foilspf01R03_00	54.9892	85.0099	120.0000	0.122933	0.050452	0.143019	0.5521	0.4715	0.0000	0.0000	4.09000	9.68010e-07	100000.000	3.99320
foilspf01R04_00	98.2154	86.2354	118.3592	0.102048	0.033190	0.010000	0.3352	0.1332	0.3447	0.0000	3.60000	6.60902e-07	100000.000	3.53391
foilspf02R01_00	119.2837	120.0000	120.0000	0.076395	0.050842	0.010000	0.6827	0.6088	0.4974	0.0000	2.43000	1.53482e-07	100000.000	2.41465
foilspf02R03_00	87.7676	120.0000	120.0000	0.087817	0.080582	0.071603	0.6079	0.4175	0.4903	0.0000	3.69000	4.34637e-07	100000.000	3.64654
foilspf02R04_00	50.0000	92.2241	120.0000	0.014056	0.045479	0.010000	0.8467	0.4590	0.6643	0.0000	2.76000	3.04885e-07	100000.000	2.72951
foilspf02R04_01	50.0000	102.6639	120.0000	0.062889	0.029959	0.010000	0.9333	0.6128	0.6733	0.0000	1.82000	1.54113e-07	100000.000	1.80459
foilspf02R07_00	50.0000	120.0000	109.4119	0.098345	0.076536	0.010000	0.6799	0.3792	0.0000	0.0000	3.87000	6.52930e-07	100000.000	3.80471
foilspf04R05_01	79.2102	120.0000	50.0000	0.049724	0.125198	0.010000	0.5443	0.6929	0.9478	0.0000	2.75000	2.24451e-07	100000.000	2.72755
foilspfSCANA1100	120.0000	120.0000	50.0000	0.017634	0.064432	0.150000	0.4259	0.1194	0.8648	0.0000	4.16000	8.27412e-07	100000.000	4.07726
foilspfSCANB1100	50.0000	119.9996	50.0000	0.089269	0.054417	0.150000	0.0446	0.2906	0.9500	0.0000	3.99000	6.34321e-07	100000.000	3.92657
foilspfbp01R00_03	50.0000	102.1709	50.0000	0.010000	0.064308	0.150000	0.4315	0.0000	0.0000	0.0000	4.29000	1.22711e-06	100000.000	4.16729
foilspfbp01R00_08	53.0296	72.2646	52.1629	0.099834	0.061947	0.018904	0.3548	0.6322	0.6499	0.0000	2.77000	4.77822e-07	100000.000	2.72222
foilspfbp01R00_06	50.0000	116.6368	120.0000	0.010000	0.059068	0.022477	0.4069	0.7549	0.6473	0.0000	2.03000	1.54129e-07	100000.000	2.01459
foilspfbp01R00_02	119.9645	117.0833	120.0000	0.120948	0.049091	0.010000	0.3676	0.7647	0.7000	0.0000	2.35000	1.63402e-07	100000.000	2.33366
foilspfbp01R00_00	50.0000	115.7596	120.0000	0.101194	0.064299	0.010000	0.3204	0.7395	0.6647	0.0000	2.71000	3.04995e-07	100000.000	2.67950
foilspfbp01R00_04	50.0000	50.0000	71.9937	0.150000	0.066063	0.010000	0.3002	0.6920	0.6431	0.0000	2.22000	5.28800e-07	100000.000	2.16712
foilspfbp01R00_01	50.0000	111.1732	100.3973	0.046518	0.065513	0.057054	0.3435	0.5707	0.5880	0.0000	3.41000	3.50107e-07	100000.000	3.37499
foilspfbp01R00_09	91.9967	119.0671	91.1483	0.148322	0.012213	0.042727	0.0000	0.7284	0.6846	0.0000	2.97000	4.26222e-07	100000.000	2.92738
foilspfbp01R00_07	80.2264	99.5191	101.0730	0.150000	0.073203	0.010000	0.2326	0.6267	0.6718	0.0000	3.39000	4.51334e-07	100000.000	3.34487
foilspfbp01R00_05	120.0000	120.0000	120.0000	0.037689	0.051115	0.010000	0.0596	0.8152	0.6802	0.0000	2.17000	1.87841e-07	100000.000	2.15122
foilspfbp01R04_02	120.0000	104.1284	93.2000	0.089187	0.077630	0.044153	0.8244	0.6222	0.7509	0.0000	2.89000	2.40487e-07	100000.000	2.86595
foilspfbp01R01_00	50.0000	86.2858	120.0000	0.054834	0.076550	0.010000	0.0000	0.6451	0.3132	0.0000	3.42000	4.87245e-07	100000.000	3.37128
foilspfbp01R03_00	120.0000	120.0000	120.0000	0.010000	0.150000	0.010000	0.9500	0.7088	0.6708	0.0000	2.38000	1.48766e-07	100000.000	2.36512
foilspfbp01R02_00	120.0000	120.0000	120.0000	0.150000	0.150000	0.010000	0.9500	0.8526	0.9500	0.0000	1.24000	8.87448e-08	100000.000	1.23113
foilspfbp01R04_00	120.0000	120.0000	50.0000	0.060698	0.067930	0.023817	0.9500	0.7435	0.8908	0.0000	1.74000	1.28437e-07	100000.000	1.72716
foilspfbp01R02_01	58.0825	107.9912	90.6334	0.150000	0.079605	0.020854	0.0000	0.0639	0.9500	0.0000	3.95000	9.26760e-07	100000.000	3.85732
foilspfbp01R04_01	120.0000	106.0509	79.6924	0.125003	0.076575	0.093922	0.9500	0.5261	0.7574	0.0000	3.36000	3.24084e-07	100000.000	3.32759
foilspfbp01R05_00	120.0000	106.5171	82.6903	0.059445	0.088344	0.138090	0.0344	0.4299	0.3678	0.0000	4.04000	8.04998e-07	100000.000	3.95950
foilspfbp01R06_00	120.0000	100.9441	120.0000	0.043996	0.111736	0.078785	0.3386	0.6157	0.5607	0.0000	3.45000	3.23131e-07	100000.000	3.41769
foilspfbp01R07_00	120.0000	99.2729	120.0000	0.031226	0.096310	0.023849	0.7837	0.7693	0.7573	0.0000	2.23000	1.25731e-07	100000.000	2.21743
foilspfbp02R00_03	120.0000	102.4293	76.1881	0.082549	0.093495	0.010000	0.6355	0.4894	0.2195	0.0000	3.69000	5.22834e-07	100000.000	3.63772
foilspfbp02R00_02	120.0000	106.0944	97.1501	0.045628	0.100273	0.010000	0.5887	0.6682	0.3722	0.0000	3.15000	3.23778e-07	100000.000	3.11762
foilspfbp02R00_00	50.0000	100.6351	50.0000	0.077707	0.089932	0.150000	0.9500	0.2650	0.5799	0.0000	4.10000	9.22001e-07	100000.000	4.00780
foilspfbp02R00_01	89.8187	117.6449	91.5927	0.010000	0.135932	0.010000	0.8713	0.8981	0.7642	0.0000	1.44000	1.08908e-07	100000.000	1.42911
foilspfbp02R00_06	53.3178	109.9613	63.9341	0.010000	0.127805	0.099121	0.9500	0.8460	0.9500	0.0000	1.81000	1.28535e-07	100000.000	1.79715
foilspfbp02R00_09	119.5632	106.4093	68.5407	0.065652	0.094103	0.010000	0.5949	0.5798	0.3270	0.0000	3.43000	4.09393e-07	100000.000	3.38906
foilspfbp02R00_05	120.0000	98.2220	53.7294	0.070886	0.092340	0.059630	0.8908	0.2332	0.1571	0.0000	4.08000	1.05279e-06	100000.000	3.97472
foilspfbp02R00_08	50.0000	102.8571	60.1638	0.063829	0.095836	0.150000	0.9500	0.5204	0.7201	0.0000	3.69000	4.76491e-07	100000.000	3.64235
foilspfbp02R00_04	96.5711	109.6045	88.6904	0.010000	0.116635	0.010000	0.7013	0.7679	0.5351	0.0000	2.63000	1.73455e-07	100000.000	2.61265
foilspfbp02R00_07	99.8206	108.6483	119.9812	0.010000	0.116397	0.010000	0.7147	0.7738	0.6183	0.0000	2.31000	1.48314e-07	100000.000	2.29517
foilspfbp02R01_00	110.0740	120.0000	120.0000	0.088175	0.035187	0.150000	0.9500	0.9500	0.9500	0.0000	0.45300	5.57829e-08	100000.000	0.44742
foilspfbp02R02_00	50.0000	100.8896	120.0000	0.010000	0.100425	0.150000	0.8751	0.6478	0.8418	0.0000	2.87000	2.41791e-07	100000.000	2.84582
foilspfbp02R08_00	50.0000	105.2635	63.7523	0.010000	0.107068	0.145720	0.3242	0.3662	0.5428	0.0000	4.05000	7.27080e-07	100000.000	3.97729
foilspfbp02R03_00	120.0000	96.9893	120.0000	0.010000	0.061553	0.136885	0.0000	0.0000	0.9500	0.0000	4.09000	7.87270e-07	100000.000	4.01127
foilspfbp02R05_01	69.7101	118.7438	120.0000	0.010000	0.088141	0.150000	0.9500	0.7447	0.9500	0.0000	1.82000	1.04985e-07	100000.000	1.80950
foilspfbp02R05_02	114.5907	117.9738	120.0000	0.010000	0.113429	0.010000	0.4530	0.5772	0.8661	0.0000	2.96000	2.37774e-07	100000.000	2.93622
foilspfbp02R07_00	120.0000	120.0000	120.0000	0.150000	0.071732	0.010000	0.9500	0.7132	0.9500	0.0000	1.65000	1.21715e-07	100000.000	1.63783
foilspfbp02R06_00	120.0000	116.6976	120.0000	0.010000	0.107078	0.010000	0.1190	0.4356	0.9500	0.0000	3.56000	5.04827e-07	100000.000	3.50952
foilspfbp02R04_00	120.0000	108.9233	120.0000	0.150000	0.055045	0.150000	0.0000	0.6747	0.0000	0.0000	3.78000	8.82346e-07	100000.000	3.69177
foilspfbp02R05_00	50.0000	120.0000	50.0000	0.010000	0.100627	0.010000	0.0000	0.2792	0.9500	0.0000	3.92000	6.92387e-07	100000.000	3.85076
foilspfbp03R00_09	120.0000	116.8346	92.6462	0.150000	0.083820	0.150000	0.5420	0.4432	0.6221	0.0000	3.49000	5.22409e-07	100000.000	3.43776
foilspfbp03R00_02	120.0000	120.0000	86.0093	0.150000	0.042739	0.150000	0.6101	0.3601	0.4177	0.0000	3.87000	6.78542e-07	100000.000	3.80215
foilspfbp03R00_00	120.0000	110.6908	120.0000	0.010000	0.085171	0.150000	0.7435	0.8775	0.9280	0.0000	1.21000	6.62583e-08	100000.000	1.20337
foilspfbp03R00_03	120.0000	103.1915	103.2474	0.010000	0.111286	0.150000	0.5959	0.8244	0.9070	0.0000	2.03000	1.21540e-07	100000.000	2.01785
foilspfbp03R00_01	120.0000	110.6145	74.5356	0.010000	0.143218	0.150000	0.6719	0.6669	0.8069	0.0000	3.12000	3.09548e-07	100000.000	3.08905
foilspfbp03R00_08	102.6641	119.2858	94.8411	0.150000	0.021324	0.150000	0.8246	0.4602	0.5087	0.0000	3.47000	3.96565e-07	100000.000	3.43034
foilspfbp03R00_06	120.0000	79.2439	120.0000	0.010000	0.150000	0.149620	0.4684	0.9500	0.9500	0.0000	1.86000	1.04984e-07	100000.000	1.84950
foilspfbp03R00_04	50.0000	115.1097	82.8988	0.150000	0.057335	0.150000	0.4074	0.3042	0.2495	0.0000	4.15000	9.47697e-07	100000.000	4.05523
foilspfbp03R00_05	120.0000	120.0000	120.0000	0.010000	0.069171	0.150000	0.8535	0.9064	0.9321	0.0000	0.78100	8.88390e-08	100000.000	0.77212
foilspfbp03R00_07	120.0000	119.9815	112.4165	0.010000	0.081171	0.150000	0.8232	0.7869	0.8567	0.0000	1.73000	1.09583e-07	100000.000	1.71904
foilspfbp03R01_00	50.0000	116.1459	60.1903	0.010000	0.019191	0.133201	0.0000	0.0385	0.7161	0.0000	3.60000	6.17024e-07	100000.000	3.53830
foilspfbp03R03_00	50.0000	111.2761	120.0000	0.010000	0.055477	0.098943	0.0000	0.1705	0.1938	0.0000	4.30000	8.36538e-07	100000.000	4.21635
foilspfbp03R02_00	50.0000	120.0000	50.0000	0.010000	0.150000	0.010000	0.9500	0.4563	0.4462	0.0000	3.68000	6.61591e-07	100000.000	3.61384
foilspfbp03R05_00	50.0000	113.9987	50.0000	0.010000	0.132966	0.010000	0.9500	0.6345	0.5139	0.0000	3.28000	3.68112e-07	100000.000	3.24319
foilspfbp03R04_01	120.0000	120.0000	120.0000	0.010000	0.073982	0.129862	0.9320	0.6832	0.7737	0.0000	2.26000	1.28323e-07	100000.000	2.24717
foilspfbp03R04_00	120.0000	120.0000	120.0000	0.010000	0.041988	0.150000	0.9500	0.5544	0.6336	0.0000	2.91000	2.37433e-07	100000.000	2.88626
foilspfbp03R06_00	120.0000	80.6164	103.7329	0.010000	0.145391	0.050567	0.6922	0.4504	0.9500	0.0000	3.69000	6.27873e-07	100000.000	3.62721
foilspfbp03R03_01	50.0000	115.1192	50.0000	0.139093	0.010000	0.150000	0.9500	0.0017	0.9500	0.0000	3.49000	5.62940e-07	100000.000	3.43371
foilspfbp03R06_01	61.2894	116.0999	67.6164	0.027647	0.058049	0.150000	0.9500	0.6251	0.1077	0.0000	3.91000	8.26403e-07	100000.000	3.82736
foilspfbp03R07_00	103.3609	113.9601	113.8692	0.048628	0.010000	0.150000	0.9500	0.8737	0.3994	0.0000	2.42000	2.50020e-07	100000.000	2.39500
foilspfbp04R00_06	117.9080	99.4010	91.8239	0.010000	0.076005	0.068691	0.4445	0.9500	0.7516	0.0000	1.57000	1.03465e-07	100000.000	1.55965
foilspfbp04R00_03	105.6134	112.4811	120.0000	0.097245	0.056618	0.149222	0.9500	0.7472	0.8819	0.0000	1.82000	1.26120e-07	100000.000	1.80739
foilspfbp04R00_01	120.0000	84.8600	81.7025	0.010000	0.120336	0.068515	0.0000	0.7732	0.7012	0.0000	3.23000	2.97568e-07	100000.000	3.20024
foilspfbp04R00_07	61.0436	109.5600	107.2912	0.037263	0.032391	0.150000	0.9311	0.7246	0.8024	0.0000	1.95000	1.32676e-07	100000.000	1.93673
foilspfbp04R00_02	50.0000	120.0000	72.4444	0.010401	0.089681	0.123521	0.9500	0.2744	0.9500	0.0000	3.87000	5.94411e-07	100000.000	3.81056
foilspfbp04R00_08	90.7272	91.8798	105.9546	0.014726	0.095595	0.079375	0.1931	0.5539	0.5878	0.0000	3.71000	4.95650e-07	100000.000	3.66044
foilspfbp04R00_00	106.2530	110.0480	120.0000	0.092045	0.038819	0.150000	0.9500	0.8727	0.8982	0.0000	1.06000	8.54947e-08	100000.000	1.05145
foilspfbp04R00_05	120.0000	85.2243	98.7756	0.010000	0.116605	0.051241	0.1231	0.9178	0.7478	0.0000	2.40000	1.96436e-07	100000.000	2.38036
foilspfbp04R00_04	50.0000	100.9188	107.6942	0.096658	0.055635	0.096028	0.0006	0.2308	0.0000	0.0000	4.33000	1.03775e-06	100000.000	4.22623
foilspfbp04R00_09	54.7015	93.3334	105.3630	0.013777	0.075482	0.101718	0.0147	0.3832	0.5460	0.0000	4.00000	6.37246e-07	100000.000	3.93628
foilspfbp04R04_00	120.0000	100.9471	120.0000	0.150000	0.078669	0.010000	0.0000	0.9500	0.9500	0.0000	2.89000	4.49974e-07	100000.000	2.84500
foilspfbp04R05_00	50.0000	69.8613	120.0000	0.010000	0.062773	0.119401	0.6218	0.0454	0.0000	0.0000	4.24000	1.12643e-06	100000.000	4.12736
foilspfbp04R01_00	94.3364	117.8176	102.4667	0.075874	0.084034	0.135021	0.9500	0.5287	0.9500	0.0000	2.95000	2.36085e-07	100000.000	2.92639
foilspfbp04R02_00	120.0000	99.5802	120.0000	0.126394	0.084698	0.010459	0.3866	0.9500	0.9500	0.0000	2.15000	1.47579e-07	100000.000	2.13524
foilspfbp04R03_00	120.0000	100.3325	120.0000	0.092683	0.085544	0.084974	0.9038	0.9500	0.9500	0.0000	0.79600	6.70975e-08	100000.000	0.78929
foilspfbp04R06_00	120.0000	70.3730	61.6044	0.010000	0.150000	0.138097	0.0000	0.8039	0.9500	0.0000	3.05000	3.77220e-07	100000.000	3.01228
foilspfbp04R02_01	73.4228	94.7355	120.0000	0.149999	0.057787	0.084864	0.0000	0.0000	0.0000	0.0000	4.16000	1.09481e-06	100000.000	4.05052
foilspfbp04R06_01	53.0694	98.8366	116.9752	0.049118	0.092409	0.047338	0.6870	0.4997	0.6100	0.0000	3.62000	4.09134e-07	100000.000	3.57909
foilspfbp04R08_00	120.0000	120.0000	120.0000	0.091218	0.092460	0.065175	0.9500	0.7782	0.7567	0.0000	1.81000	9.28274e-08	100000.000	1.80072
foilspfbp04R07_00	120.0000	62.7417	120.0000	0.016743	0.062956	0.119186	0.9500	0.0000	0.7939	0.0000	3.88000	8.79892e-07	100000.000	3.79201
foilspfbpx01R00_04	150.0000	102.5744	150.0000	0.052525	0.094368	0.070760	0.2525	0.5541	0.7274	0.0000	3.33000	3.03930e-07	100000.000	3.29961
foilspfbpx01R00_06	150.0000	103.1654	150.0000	0.010000	0.052225	0.111071	0.9500	0.0137	0.0000	0.0000	4.25000	1.01367e-06	100000.000	4.14863
foilspfbpx01R00_07	150.0000	93.7932	150.0000	0.150000	0.089715	0.010000	0.9500	0.2446	0.0000	0.0000	3.87000	8.75983e-07	100000.000	3.78240
foilspfbpx01R00_10	30.0000	118.9182	30.0000	0.150000	0.067574	0.128751	0.9500	0.5993	0.5310	0.0000	3.39000	5.03179e-07	100000.000	3.33968
foilspfbpx01R00_15	103.9877	95.9144	41.2410	0.150000	0.077697	0.099706	0.0000	0.2922	0.9500	0.0000	3.80000	9.44143e-07	100000.000	3.70559
foilspfbpx01R00_00	150.0000	98.7411	150.0000	0.022857	0.150000	0.150000	0.5100	0.8810	0.9500	0.0000	1.78000	1.08919e-07	100000.000	1.76911
foilspfbpx01R00_05	30.0000	105.8909	30.0000	0.150000	0.035812	0.150000	0.9500	0.5826	0.0000	0.0000	3.40000	7.68876e-07	100000.000	3.32311
foilspfbpx01R00_18	150.0000	98.9687	150.0000	0.018263	0.150000	0.150000	0.4881	0.7606	0.9124	0.0000	2.45000	1.67192e-07	100000.000	2.43328
foilspfbpx01R00_02	30.0000	101.6047	30.0000	0.010000	0.109099	0.095645	0.0000	0.5729	0.5651	0.0000	3.74000	5.94500e-07	100000.000	3.68055
foilspfbpx01R00_03	30.0000	99.6677	30.0000	0.010000	0.095486	0.150000	0.0000	0.0000	0.9500	0.0000	4.14000	1.01302e-06	100000.000	4.03870
foilspfbpx01R00_01	150.0000	100.9357	150.0000	0.034652	0.110476	0.093349	0.3810	0.6431	0.8824	0.0000	2.94000	2.27073e-07	100000.000	2.91729
foilspfbpx01R00_08	150.0000	99.8129	150.0000	0.029009	0.107442	0.150000	0.5444	0.9500	0.9500	0.0000	1.21000	9.48515e-08	100000.000	1.20051
foilspfbpx01R00_13	135.2577	143.3045	129.1117	0.150000	0.010000	0.117414	0.6682	0.8457	0.3769	0.0000	1.96000	1.75372e-07	100000.000	1.94246
foilspfbpx01R00_16	38.9702	118.9835	37.6271	0.150000	0.050553	0.099419	0.7926	0.7821	0.4827	0.0000	2.63000	4.17714e-07	100000.000	2.58823
foilspfbpx01R00_12	36.4246	132.2989	53.0504	0.150000	0.070855	0.130157	0.9500	0.7442	0.7236	0.0000	2.46000	2.55606e-07	100000.000	2.43444
foilspfbpx01R00_19	115.1133	137.3805	62.5011	0.118406	0.054743	0.079556	0.5001	0.8496	0.8274	0.0000	1.76000	1.22090e-07	100000.000	1.74779
foilspfbpx01R00_14	139.6351	105.9411	30.0000	0.150000	0.076593	0.119517	0.9500	0.3243	0.9500	0.0000	3.59000	5.89192e-07	100000.000	3.53108
foilspfbpx01R00_11	150.0000	147.5895	119.0798	0.150000	0.010000	0.117252	0.6404	0.8100	0.1597	0.0000	2.50000	4.07140e-07	100000.000	2.45929
foilspfbpx01R00_09	150.0000	149.6612	150.0000	0.010000	0.067275	0.136872	0.0000	0.0000	0.0000	0.0000	3.86000	1.20782e-06	100000.000	3.73922
foilspfbpx01R00_17	122.9283	109.8232	30.0000	0.150000	0.010000	0.150000	0.9500	0.7894	0.2761	0.0000	1.81000	4.80251e-07	100000.000	1.76197
foilspfbpx01R05_03	143.8015	127.9466	118.3772	0.127568	0.100686	0.026494	0.6986	0.7228	0.4722	0.0000	2.25000	1.71087e-07	100000.000	2.23289
foilspfbpx01R02_00	30.0000	150.0000	30.0000	0.081154	0.081825	0.108696	0.0000	0.0000	0.9500	0.0000	3.92000	9.51713e-07	100000.000	3.82483
foilspfbpx01R05_02	80.6063	81.2490	105.8938	0.102467	0.134941	0.010000	0.3570	0.7668	0.9281	0.0000	3.08000	3.73855e-07	100000.000	3.04261
foilspfbpx01R01_00	150.0000	143.3817	30.0000	0.150000	0.010000	0.119425	0.1785	0.7702	0.0240	0.0000	2.69000	5.99646e-07	100000.000	2.63004
foilspfbpx01R02_01	30.0000	150.0000	66.8397	0.150000	0.065658	0.073429	0.0000	0.0000	0.0000	0.0000	3.98000	1.09705e-06	100000.000	3.87030
foilspfbpx01R03_01	45.4361	111.3262	136.6098	0.010000	0.069493	0.104312	0.3789	0.0000	0.9500	0.0000	4.01000	7.60152e-07	100000.000	3.93398
foilspfbpx01R03_00	30.0000	141.4516	123.9902	0.010000	0.084293	0.106243	0.0000	0.0000	0.9500	0.0000	3.76000	8.19156e-07	100000.000	3.67808
foilspfbpx01R05_01	150.0000	107.5383	150.0000	0.054264	0.079584	0.010000	0.7120	0.9500	0.9500	0.0000	0.75800	8.12581e-08	100000.000	0.74987
foilspfbpx01R05_00	150.0000	79.5151	150.0000	0.087561	0.133657	0.010000	0.7067	0.8905	0.9500	0.0000	1.78000	1.17237e-07	100000.000	1.76828
foilspfbpx01R07_00	30.0000	135.0063	100.7915	0.030088	0.076766	0.134031	0.2010	0.0000	0.0000	0.0000	4.14000	1.27540e-06	100000.000	4.01246
foilspfbpx01R04_00	141.7400	85.2456	134.1495	0.092203	0.150000	0.028572	0.3502	0.8009	0.9023	0.0000	2.87000	2.37595e-07	100000.000	2.84624
foilspfbpx01R09_00	150.0000	123.0761	128.5235	0.150000	0.077395	0.045039	0.5914	0.9500	0.9500	0.0000	0.96400	9.81466e-08	100000.000	0.95419
foilspfbpx01R10_00	150.0000	139.9383	78.2793	0.150000	0.075208	0.026759	0.0000	0.6139	0.7833	0.0000	2.82000	4.63435e-07	100000.000	2.77366
foilspfbpx01R12_00	150.0000	86.4798	145.8871	0.010000	0.100233	0.027856	0.0000	0.0000	0.1703	0.0000	4.22000	1.13383e-06	100000.000	4.10662
foilspfbpx01R06_00	30.0000	150.0000	91.3079	0.011179	0.036556	0.150000	0.1114	0.4534	0.0000	0.0000	3.83000	8.37739e-07	100000.000	3.74623
foilspfbpx01R09_01	120.5657	119.1272	73.7912	0.131101	0.088052	0.010000	0.5309	0.9489	0.9500	0.0000	1.50000	1.09157e-07	100000.000	1.48908
foilspfbpx01R08_00	143.4721	85.9295	105.6118	0.064145	0.150000	0.010000	0.8479	0.9295	0.9500	0.0000	1.26000	9.26526e-08	100000.000	1.25073
foilspfbpx01R08_01	30.0000	100.7493	149.8985	0.010000	0.039654	0.150000	0.4430	0.2515	0.0170	0.0000	4.06000	1.03595e-06	100000.000	3.95640
foilspfbpx01R11_01	30.0000	127.7567	116.0053	0.148531	0.053252	0.100158	0.6485	0.0000	0.0000	0.0000	4.22000	1.11120e-06	100000.000	4.10888
foilspfbpx01R11_00	30.0000	111.9033	109.2277	0.010000	0.073634	0.119919	0.4066	0.0000	0.3586	0.0000	4.31000	1.10379e-06	100000.000	4.19962
foilspfbpz01R00_04	30.0000	106.8200	100.5902	0.150000	0.057967	0.098255	0.9500	0.4000	0.0629	68.0186	4.11000	8.87513e-07	100000.000	4.02125
foilspfbpz01R00_13	99.5983	122.2369	127.6980	0.063423	0.108091	0.058898	0.8756	0.7383	0.8791	119.8999	1.95000	1.09587e-07	100000.000	1.93904
foilspfbpz01R00_08	105.0010	99.9855	150.0000	0.010000	0.120813	0.134095	0.8058	0.8433	0.9500	-111.5143	1.60000	8.30851e-08	100000.000	1.59169
foilspfbpz01R00_05	103.3475	123.4524	92.3323	0.094111	0.085978	0.069275	0.9500	0.5583	0.5733	106.5885	3.26000	3.33638e-07	100000.000	3.22664
foilspfbpz01R00_09	150.0000	67.3446	150.0000	0.045164	0.147547	0.056352	0.0000	0.6771	0.8101	-87.3295	3.44000	5.18424e-07	100000.000	3.38816
foilspfbpz01R00_00	30.0000	105.2160	98.2131	0.150000	0.060848	0.093581	0.9500	0.4015	0.1524	-76.5129	4.07000	8.06934e-07	100000.000	3.98931
foilspfbpz01R00_15	54.5836	109.7741	73.4078	0.108312	0.086887	0.062762	0.9500	0.4561	0.6293	129.6370	3.73000	4.69192e-07	100000.000	3.68308
foilspfbpz01R00_07	30.0000	115.0720	59.2608	0.010000	0.079816	0.111740	0.0000	0.2361	0.7361	117.5005	4.15000	7.90808e-07	100000.000	4.07092
foilspfbpz01R00_06	150.0000	68.1175	150.0000	0.046174	0.146377	0.047083	0.0000	0.6658	0.8664	125.1847	3.68000	6.13109e-07	100000.000	3.61869
foilspfbpz01R00_10	102.6131	96.9007	150.0000	0.010000	0.117409	0.149890	0.7850	0.8785	0.9500	108.0922	1.48000	8.62976e-08	100000.000	1.47137
foilspfbpz01R00_14	119.7451	117.2542	99.3123	0.150000	0.061087	0.094406	0.9500	0.4927	0.2747	-63.3780	3.70000	5.60135e-07	100000.000	3.64399
foilspfbpz01R00_16	106.0569	120.5217	116.4619	0.053924	0.097659	0.061730	0.9259	0.6670	0.7606	0.7573	2.39000	1.11991e-07	100000.000	2.37880
foilspfbpz01R00_19	84.2248	103.1872	150.0000	0.010000	0.010000	0.150000	0.6902	0.9377	0.9500	-92.3524	0.34900	6.59019e-08	100000.000	0.34241
foilspfbpz01R00_18	83.7405	121.1916	116.4236	0.051430	0.068119	0.080040	0.6826	0.7255	0.7574	53.1777	2.23000	1.20556e-07	100000.000	2.21794
foilspfbpz01R00_02	97.2487	97.8900	150.0000	0.010000	0.095472	0.131886	0.7912	0.9165	0.9500	0.6556	0.99700	9.33595e-08	100000.000	0.98766
foilspfbpz01R00_03	103.0915	97.5273	150.0000	0.010000	0.121454	0.144438	0.7705	0.8572	0.9500	0.6322	1.63000	1.06911e-07	100000.000	1.61931
foilspfbpz01R00_11	30.0000	114.5457	59.0972	0.010000	0.077385	0.111627	0.0000	0.2380	0.7025	-85.6178	4.06000	7.01652e-07	100000.000	3.98983
foilspfbpz01R00_12	98.6523	126.0678	106.1851	0.048109	0.121049	0.045004	0.8967	0.5835	0.6851	-149.7981	2.74000	2.13201e-07	100000.000	2.71868
foilspfbpz01R00_17	115.4414	120.4139	138.2892	0.065613	0.044170	0.107264	0.4598	0.7232	0.6707	-129.1722	2.16000	1.36362e-07	100000.000	2.14636
foilspfbpz01R00_01	103.6390	123.7297	92.2868	0.078616	0.094637	0.064292	0.9500	0.5797	0.6273	-83.7408	3.02000	2.36853e-07	100000.000	2.99631
foilspfbpz01R01_00	150.0000	105.0739	109.7138	0.039211	0.065276	0.071432	0.3491	0.0000	0.0000	-94.4340	4.19000	1.03475e-06	100000.000	4.08652
foilspfbpz01R02_00	97.3285	118.7436	87.5919	0.122288	0.069574	0.074437	0.9500	0.4965	0.4873	-150.0000	3.43000	4.15727e-07	100000.000	3.38843
foilspfbpz01R03_03	107.4719	109.9291	150.0000	0.010000	0.059704	0.099214	0.8833	0.7942	0.9500	-150.0000	1.16000	9.78618e-08	100000.000	1.15021
foilspfbpz01R04_00	104.1461	99.1062	129.3963	0.010000	0.126847	0.150000	0.5888	0.9245	0.9500	-150.0000	1.41000	8.93196e-08	100000.000	1.40107
foilspfbpz01R03_06	95.3049	59.7502	142.0440	0.042311	0.150000	0.150000	0.4910	0.9500	0.9069	-140.8228	1.84000	1.92903e-07	100000.000	1.82071
foilspfbpz01R03_04	30.0000	114.1726	84.8340	0.083455	0.046405	0.096593	0.4873	0.3310	0.6564	-150.0000	3.77000	4.68997e-07	100000.000	3.72310
foilspfbpz01R03_05	35.5945	118.6166	124.1429	0.074585	0.055953	0.039757	0.1678	0.2457	0.4046	114.0700	4.10000	6.92865e-07	100000.000	4.03071
foilspfbpz01R04_01	30.0000	108.5881	150.0000	0.010000	0.086499	0.010000	0.9089	0.0967	0.1308	-150.0000	4.04000	9.32340e-07	100000.000	3.94677
foilspfbpz01R04_08	109.7812	100.5841	134.4605	0.010000	0.149804	0.123837	0.7552	0.6811	0.9500	-150.0000	2.64000	1.77821e-07	100000.000	2.62222
foilspfbpz01R04_02	131.8685	99.8317	144.4140	0.023502	0.144849	0.018050	0.8775	0.5607	0.9500	150.0000	3.25000	2.89491e-07	100000.000	3.22105
