config	extra_rOut_up	extra_rOut_dn	extra_halfThickness_up	extra_halfThickness_dn	extra_f_up	extra_f_dn	sob	flash_edep	alpha	obj
foilsflashNC02	50.9169	126.4591	0.002000	0.146096	0.8927	0.7916	3.32000	6.95637e-07	100000.000	3.25044
foilsflash12R00_05	50.0000	50.0000	0.002000	0.002000	0.3220	0.3284	3.13000	6.58591e-07	100000.000	3.06414
foilsflash12R00_06	69.3538	172.4887	0.002000	0.096321	0.7413	0.7751	3.10000	6.22290e-07	100000.000	3.03777
foilsflash12R00_01	57.6862	114.9249	0.002000	0.123390	0.0000	0.4124	3.66000	7.14777e-07	100000.000	3.58852
foilsflash12R00_00	73.6438	113.2774	0.002000	0.153940	0.0000	0.2849	3.72000	8.30190e-07	100000.000	3.63698
foilsflash12R00_03	69.1286	250.0000	0.501547	0.685305	0.9500	0.8290	2.19000	6.53706e-07	100000.000	2.12463
foilsflash12R00_07	50.9110	126.4504	0.002000	0.134313	0.8910	0.7093	3.40000	6.36606e-07	100000.000	3.33634
foilsflash12R00_02	50.0000	250.0000	0.404138	0.228049	0.9500	0.8702	2.86000	6.48905e-07	100000.000	2.79511
foilsflash12R00_04	50.0000	224.9883	0.002000	0.002000	0.9500	0.0000	3.17000	6.49617e-07	100000.000	3.10504
foilsflash12R00_08	50.0000	100.6004	0.002000	0.136517	0.8732	0.6417	3.51000	6.97310e-07	100000.000	3.44027
foilsflash12R00_09	166.1964	143.8806	0.002000	0.102027	0.9500	0.4316	3.52000	6.57774e-07	100000.000	3.45422
